La canción del cabaret,tango,Z0000038322,Roberto Firpo,Mario Flores
La canción del calavera,tango,T0373852471,Enrique Lomuto,
La canción del camino,canción,T0370005132,Francisco Lomuto,Manuel Romero
La canción del camino,,T0370156754,Luis Teisseire,José González Castillo (Juan de León)
La canción del camino,,T0373214380,Sebastián Piana,
La canción del carretero,canción,T0370005143,Carlos López Buchardo,Gustavo Caraballo
La canción del Chantecler,tango,Z0999918715,Gerardo Metallo,
La canción del deporte,marcha,T0370005165,Francisco Lomuto,Antonio Botta
La canción del dunga dunga,,T0372505695,,Oscar Vázquez
La canción del estudiante,marcha,T0370005187,Francisco Lomuto,Francisco Lomuto
La canción del estudiante,,Z0000000833,,Ivo Pelay
La canción del gitano,paso doble,T0370005198,José García,Juan Bautista Vescio
La canción del huérfano,,Z0999990997,,
La canción del pica pica,,T0370638315,Francisco Bohigas,
La canción del pirata,tango,T0464658863,Roque Emilio Pietrafesa,
La canción del recuerdo,,T0370005267,Roberto Garza,Carlos Bahr
La canción del soltero,vals,T0370172169,Roberto Nievas Blanco,Julio Jorge Nelson
La canción del trigo,,T0370003272,Félix Scolati Almeyda,Gabino Coria Peñaloza
La canción del ukulele,fox trot,Z0999901815,,
La canción inolvidable,tango,Z0000087789,Enrique Francini,Carlos Bahr
La canción más triste,tango,Z0000076236,Enrique Juan Munné,Roberto Lambertucci
La canción sin fin,vals,Z0999915301,Alejandro Szwarcman,Alejandro Szwarcman
La Cancionera,tango,Z0999915528,,
La candombera,milonga,Z0999917737,Alfredo J. Gobbi,
La cantina,tango,Z0000097705,Aníbal Troilo,Cátulo Castillo
La cantinera,tango,Z0999917759,,-
La cantinera del batallón,paso doble,T0370005483,Hugo Zamora,Hugo Zamora
La capilla blanca,tango,T0370215045,Carlos Di Sarli,Héctor Marcó
La capillita,,T0370279927,,Carlos Lucero
La capillita,,Z0000104131,,Carlos Lucero
La capillita,tango,Z0999990998,Luis Teisseire,
La caprichosa,tango,Z0000006629,Ángel Villoldo,
La caprichosa,tango,Z0999901895,Gabriel Clausi,José Perrusine Fernández
La caprichosa,tango,Z0999918426,Hugo Ricardo Baralis,
La cara de la luna,milonga,T0370118185,Manuel Campoamor,-
La cara y el tiempo,,T0371103488,,
La carcajada,tango,T0370005745,Roberto Firpo,-
La carcajada,estilo,T0373486851,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
La cardíaca,poema lunfardo,Z0999910552,,
La cariñosa,ranchera,T0370040393,Pedro Laurenz,Mario Gomila
La cariñosa,tango,Z0999917314,Pedro Sofia,-
La carona,,Z0999990999,Augusto Gentile,
La carpincha,tango,Z0999917762,,-
La carrera de sortija,,T0370117897,Rafael Rossi,Francisco Brancatti
La carreta,tango,T0370006000,"José Servidio, Luis Servidio",Francisco García Jiménez
La carreta,zamba,T0370006011,Adolfo Rafael Avilés,Enrique Maroni
La carrindanga,tango,Z0999917726,,-
La carta,,T0370117648,Alberto Mastra,Alberto Mastra
La carta del adiós,vals,T0370117682,Héctor Bates,Francisco García Jiménez
La carta perdida,tango,T0370229563,Alfredo Zappettini,Carlos Bahr
La cartera de economía,milonga,T0371151562,Eladia Blázquez,Eladia Blázquez
La cartita,tango,T0370095605,Juan de Dios Filiberto,Gabino Coria Peñaloza
La cartujana,paso doble,T0370286751,Sixto Cantabrana Ruiz Aguirre,José María Palomo Jimenez
La casa de Renata,tango,T0374340405,,
La casa en que nací,,T0371987084,Federico Silva,Federico Silva
La casa vacía,tango,T0370066866,Arturo Gallucci,"Julio Jorge Nelson, Reinaldo Yiso"
La casita blanca,vals,T0374020866,Guillermo Barbieri,José Rial (h)
La casita de mis viejos,tango,T0370076622,Juan Carlos Cobián,Enrique Cadícamo
La casita del talar,,T0370137442,Sebastián Piana,José González Castillo (Juan de León)
La casita está triste,tango,T0370086400,Luis Bernstein,José Pedro de Grandis
La catanga,,T0373068677,Juan Carlos Cobián,Enrique Cadícamo
La catedral del tango,tango,T0373036704,Carlos Ángel Lázzari,-
La catedrática,milonga,T0370383097,Francisco Isidro Martino,Francisco Isidro Martino
La catrera,tango,T0370006237,Arturo De Bassi,-
La cautiva,tango,T0370076633,Carlos Vicente Geroni Flores,Claudio Frollo
La celestina,milonga,Z0999991000,,
La cenicienta,tango,Z0999917812,Humberto Canaro,-
La cepillada,milonga,T0370008619,Héctor Quesada,Manuel Romero
La cerrillana,,Z0999991001,,
La chabona,milonga,T0370249856,Alberto Marino,Raúl Hormaza
La chacarera,tango,T0370076735,"Juan Félix Maglio, José Servidio",Juan Andrés Caruso
La chamberlina,,T0370182061,"Antonio Botta, Bernardino Terés, Luis César Amadori",
La changuita [mozuela] de Hualfin,,T0370125113,Arturo Rodríguez Bustamante,
La Chanson de la Naissance,tango,Z0999909546,Astor Piazzolla,
La Chanson de Prevert,,Z0999991002,,
La Chanson du Popo,tango,Z0999909547,Astor Piazzolla,
La charlatana,mazurca ranchera,T0370007730,Juan de Dios Filiberto,Alberto Vacarezza
La charlatana,tango,Z0999991003,,
La chica,tango,Z0999917510,Carlos Macchi,-
La chica de enfrente,polca,Z0999910814,Germán Rogelio Teisseire,Armando Tagini
La chica del diecisiete,paso doble,T0410014935,José Ruiz de Azagra Sanz,"Juan Durán Vila, Narciso Fernández Boixader"
La chica del fox trot,fox trot,Z0999902013,,
La chica del Normal,poema lunfardo,Z0999914542,,
La chiflada,tango,T0370007843,Juan Carlos Bazán,SUSPENSO NACIONAL
La chiflada,tango,T0370037323,Anselmo A. Aieta,Francisco García Jiménez
La chiflada,tango,Z0999914374,"Anselmo A. Aieta, Juan Carlos Bazán",-
La chimentadora,ranchera,Z0999901083,Gerardo Matos Rodríguez,Ivo Pelay
La china Dominga,tango,Z0999918882,"Alfonso Lacueva, Emilio Marchiano",
La china fiera,canción,T0370053749,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
La chirimoya,tango,T0370124154,Augusto Gentile,
La chiruza,ranchera,Z0000020854,Humberto Canaro,"Francisco Canaro, Jesús Fernández Blanco"
La chismosa,tango,Z0999900567,,-
La chola,tango,T0370124245,Roberto Firpo,-
La choricera,tango,T8008560462,Jürgen Schwenkglenks,-
La choyana,chacarera,T0373372145,"Alberto Hilarion Acuña, René Ruiz","Alberto Hilarion Acuña, René Ruiz"
La cicatriz,milonga,T0464008307,Raúl Aguirrezabalaga,Raúl Aguirrezabalaga
La cieguita,tango,T0410058477,Keppler Lais,Ramuncho
La cieguita de Boedo,tango,Z0999901536,Ernesto Di Cicco,
La cieguita de Florida,tango,T0370134330,Humberto Canaro,Manuel Arroyo
La cinchada,tango,Z0999917749,Salvador Codoñer,-
La city porteña,tango,T0373647381,Daniel Claudio García,María José Demare
La ciudad cordial,,T0371467876,,Abel Fontán
La ciudad de los reos,,T0371210682,Alberto Soifer,Horacio Arturo Ferrer
La ciudad que conoci,,T0371332647,Julio De Caro,
La ciudad sin ti,tango,T0371090684,,Mario Iaquinandi
La clavada,tango,T0370006420,Ernesto F. Zambonini,Ernesto F. Zambonini
La clavada,,T0370037505,Adolfo Rafael Avilés,Francisco Brancatti
La clavada,tango,Z0999900527,Antonio J. Trelles,
La clave,tango,Z0999916721,,-
La clueca,tango,T0370386483,Alfredo De Angelis,Domingo Eduardo Sciaraffia
La cocaína,tango,Z0999917738,Juan Viladomat Masanas,Gerardo Alcazar
La cocota,polca,Z0999902053,Augusto Pedro Berto,
La colegiala,fox trot,T0415088560,Antonio Matas Mir,
La comadreja,ranchera,T0370086477,José Vázquez Vigo,Atilio Supparo
La comedia finaliza,,T0371734972,Paco Berón,Oscar Vázquez
La comehombres,,T0372864726,,Carlos Lucero
La comparsa argentina,tango,T0371133275,"José Dames, Rodolfo de Forte",Líber Locascio
La comparsa pasa por Corrientes,,T0370247532,Rogelio Santander,Enrique Cadícamo
La compuerta,tango,T0370119519,Adolfo Pérez,-
La conciencia,tango,T0370403965,Emilio Balcarce,Manuel Barros
La conexión porteña,,T9017230625,Pablo Ziegler,-
La conga de Jaruco,conga,T0410034240,,
La conocí en un baile,tango,Z0999917748,Rosario Mazzeo,Francisco García Jiménez
La contra de los ceros,,T0371824871,Ángel F. Condercuri,
La copa del olvido,tango,T0370006931,Enrique Delfino,Alberto Vacarezza
La copla,,T0370192098,Julio De Caro,
La copla,,Z0999991004,José Canet,José Canet
La copla andaluza,paso doble,T0370046460,Emilio Sarno,Vicente Planells del Campo
La copla porteña,tango,T0370086557,Francisco Canaro,Ivo Pelay
La copucha,,T0031316263,Nicanor Molinare,Nicanor Molinare
La coqueta del Plata,tango criollo,Z0999910749,Alfredo E. Gobbi,-
La cordobesa,zamba,T0370077556,Cristino Tapia,Cristino Tapia
La cordobesita,polca,Z0999901452,Eduardo Arolas,
La cornetita,tango,Z0999911310,Graciano De Leone,Eduardo Escaris Méndez
La corona del bosque,vals,Z0999917765,Pedro Sofia,
La correntada,tango,Z0999991005,,
La correntina,chamarrita,T0370007105,Alfredo E. Gobbi,Alfredo E. Gobbi
La correntina,ranchera,Z0999902165,Martin Cabral,-
La cortada,,T0370113088,Mariano Mores,
La Cortada de Carabelas,poema lunfardo,Z0999911265,,
La cosa,candombe,T0373607261,"Saúl Cosentino, Juan Carlos Zunini",Roberto Díaz
La cosa fue en un boliche,tango,T0370201721,Oscar Roma,Venancio Clauso
La cosita,,Z0999991006,Juan Baüer (Firpito),
La cosquillosa,,T0370077034,Rafael Rossi,Arturo Rodríguez Bustamante
La costurerita,tango,Z0999911707,Guillermo Del Ciancio,"Leopoldo Torres Ríos, José Agustín Ferreyra Saavedra"
La cotorrita,tango,T0370007194,Samuel Castriota,"Antonio Polito, Héctor Polito"
La Coupole,tango,Z0999991007,Enrique Cadícamo,-
La covacha,balada,T0372915417,Mario Valdez,Ernesto Pierro
La criolla,milonga,T0370078311,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
La criolla,tango,Z0999902091,Eduardo Walter Stubbs,
La criolla,tango,Z0999917761,,-
La criolla,canción,Z0999991008,Carlos Gardel,Alfredo Le Pera
La crisis,tango,Z0999919082,Pascual 'Cholo' Mamone,
La cruz,tango,T0373489418,Alfredo Ángel Pelaia,Francisco Brancatti
La cruz de la tapera,vals criollo,Z0999991009,,
La cruz de los dos,tango,Z0999901463,Donato Racciatti,
La cruz de Margot,tango,Z0999918558,,
La cruz de sauce,,T0370126467,Domingo Pelle,Francisco Brancatti
La cruz del recuerdo,tango,Z0999916866,Augusto Pedro Berto,Jesús Fernández Blanco
La cruz del sur,,T0044204332,"Philippe Cohen-Solal, Christoph H. Müller, Eduardo Makaroff",Eduardo Makaroff
La cruz del sur,,Z0999991010,Edgardo Cantón,Julio Cortázar
La cruzada,milonga,Z0999917742,,-
La cuadrera,ranchera,T0370007310,Víctor Lomuto,Jesús Fernández Blanco
La cualunque,milonga,Z0999991011,,-
La cuarentona,ranchera,T0370126923,Agustín Santiago Caro,Gerónimo Gradito
La Cubanita,tango,Z0999910494,Genaro Espósito,-
La cucaracha,rumba fox,Z0999900942,,
La cuerpeada,tango,Z0999918877,Manuel Pizarro,
La cueva de oro,tango,Z0999901271,,
La culpa es mía,tango,T0370214064,Arturo Gallucci,Victorino Velazquez
La culpa la tiene el vino,,T0371387459,"Osvaldo Larrea, Filinto Rebechi","Osvaldo Larrea, Filinto Rebechi"
La culpa la tuve yo,tango,T0370207707,Andrés Domenech,Adolfo Rafael Avilés
La culpa vos la tuviste,canción,Z0999913539,Ángel Villoldo,
La cumparsita,tango,T0370000024,Gerardo Matos Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Matos Rodríguez"
La cumparsita,,T0373714283,Gerardo Matos Rodríguez,Pascual Contursi
La Cumparsita,tango,Z0999905319,Gerardo Matos Rodríguez,Andrzej Włast
La cumparsita,tango,Z0999910732,Gerardo Matos Rodríguez,
La cumparsita,tango,Z0999991012,Gerardo Matos Rodríguez,"Gerardo Matos Rodríguez, Alberto Castillo"
La cumparsita,tango,Z0999991013,Gerardo Matos Rodríguez,Xavier Cugat
La cumparsita,tango,Z0999991014,Gerardo Matos Rodríguez,
La cumparsita,tango,Z0999910172,Gerardo Matos Rodríguez,"Pascual Contursi, Enrique Maroni"
La cumparsita,tango,Z0999991015,Gerardo Matos Rodríguez,"Pascual Contursi, Enrique Maroni"
La cumparsita/Porque canto así,tango,Z0999913813,Gerardo Matos Rodríguez,Celedonio Flores
La curda,tango,Z0999919133,,
La curiosa,ranchera,Z0999901228,Martin Cabral,Martin Cabral
La cuyanita,,T0370210744,"José Razzano, Saúl Salinas","José Razzano, Saúl Salinas"
La cuyanita,tango,Z0999900943,Juan Félix Maglio,
La cuyanita,zamba,Z0999991016,Cristino Tapia,Cristino Tapia
La dalia,tango,Z0999917756,Oscar Cianciarulo,
La dama chic,,T0373547455,Enrique Cadícamo,-
La dame de Monte Carlo,tango,Z0999991017,,
La danse du jambon mort,tango,Z0999909485,Astor Piazzolla,-
La danza del fueye,tango,T0372615445,Raúl Miguel Garello,-
La danza del tulipán,danza,T0370232317,Maruja Pacheco Huergo,Maruja Pacheco Huergo
La de los ojos tristes,tango,T0370217632,Edgardo Donato,Héctor Marcó
La del Abasto,,T0373351677,Juan Cedrón,Luis Alposta
La del cerrojo,,Z0000261748,Roberto Selles,Luis Mario
La del rebozo blanco,canción huapango,T9007964901,Rubén Fuentes Gassón,
La del ruso,,T0042100797,"Philippe Cohen-Solal, Christoph H. Müller, Eduardo Makaroff",-
La derniere cuite,,Z0999991018,Aníbal Troilo,Cátulo Castillo
La desatada,vals,T0371644391,Jairo,Horacio Arturo Ferrer
La descamisada,milonga,T0370280684,"Enrique Maroni, Antonio Helú","Enrique Maroni, Antonio Helú"
La despedida,tango,T0370010062,Roberto Firpo,-
La deuda eterna,tango,Z0999915894,,Miguel Ángel Jubany
La deuda interna,,T0374186487,"Max Masri, Diego Sebastian Velazquez",
La diabla,tango,T0373647392,Daniel Claudio García,María José Demare
La dieta,,T0371544487,Oscar 'Cacho' Valles,Oscar 'Cacho' Valles
La dieta,cueca,Z0999912609,,
La diosa,,T0372671345,Carlos Lucero,Carlos Lucero
La diosa del amor,,T0370691716,"Abel Fontán, Raymundo Grasso",
La dispute,vals,Z0999991019,Yann Tiersen,-
La divina dama,vals,Z0999913006,Nathaniel Shilkret,Enrique Cadícamo
La divina donna,tango contemporaneo,Z0999991020,Alejandro Fasanini,-
La dolores,jota,T0410003847,Tomás Bretón Hernandez,José Feliu Codina
La doña del balcón,candombe,Z0999991021,,
La dulce señora,milonga,Z0999918920,,
La duquesa del bal tabarín,vals,Z0999901451,Atilio Lombardo,
La encrucijada,tango,Z0999917744,Emilio Brameri,-
La endiablada,milonga,Z0000575916,Pintín Castellanos,-
La enmascarada,tango,T0370361786,Paquita Bernardo,Francisco García Jiménez
La enramada,tango,Z0999917499,Domingo Fortunato,-
La entrerriana,vals,T0370039498,Alfredo E. Gobbi,Alfredo E. Gobbi
La entrerriana,tango,Z0999917764,Rosendo Mendizábal,
La envidia,,T0373833283,Pascual 'Cholo' Mamone,Luis Alposta
La epopeya del tango,poema,Z0999916486,,
La escarapela,tango,T0370319326,Juan Sánchez Gorio,Reinaldo Yiso
La escoba,ranchera,T0370011429,"Venancio Clauso, Pablo Rodríguez","Venancio Clauso, Pablo Rodríguez"
La espera,estilo,T0370141619,José María Aguilar,José María Aguilar
La espuela,milonga,Z0000566967,,-
La esquina,milonga,Z0999900007,Lucio Demare,-
La esquina,tango,Z0999916454,,
La esquina cualquiera,milonga,T0370955035,Armando Pontier,Federico Silva
La estampita de Gardel,tango,Z0999991022,Alejandro Fasanini,Alejandro Fasanini
La estancia,tango,Z0000520618,Pintín Castellanos,Pintín Castellanos
La estrella y el mar,tango,T0370415294,,Leopoldo Díaz Vélez
La eterna cuestión,,T0370145439,Antonio De Bassi,Antonio Botta
La eterna herida,vals,Z0999900944,Salvador Polito,
La eterna intrusa,tango,Z0999918890,Marcelo Raigal,
La eterna milonga,milonga,T0370145451,"Amílcar Zerda, Nicolás Ferrari",Juan Miguel Velich
La eterna milonga,tango,Z0999900715,,
La ex canchera,,Z0999991023,,Carlos de la Púa
La fabula,tango,Z0999991024,,
La fama es puro cuento,milonga,Z0999918993,Esteban Morgado,
La familia,,Z0999909261,Astor Piazzolla,
La farándula,tango,Z0999901968,Julio De Caro,
La farándula,vals,Z0999917740,Pascual De Gullo,-
La farolera,ranchera,T0370012853,"Zenon Mario Lespés, Teófilo Lespés",Nolo López
"La farra de Rosa ""La piojito""",recitado cómico,Z0999913990,,
La farsa de la vida,tango,Z0999900945,,
La felure,,Z0999909262,Astor Piazzolla,
La fiera,tango,T0370079790,"Miguel Padula, Bernardo Germino","Francisco Laino, Adolfo Pascual Dispagna"
La fiesta de Juan,,T0372546854,Carlos Lucero,Carlos Lucero
La fin del mundo,,T9007904327,Astor Piazzolla,Oscar Nicolás Fresedo
La final,tango,Z0999900135,,-
La flaca,poema lunfardo,Z0999911350,,
La flauta de Bartolo,milonga,T0370156652,Domingo Eduardo Sciaraffia,Domingo Eduardo Sciaraffia
La flor azul,chacarera,Z0999991025,,
La flor de la canela,vals peruano,T0370411214,Isabel Granda,Isabel Granda
La flor de la pulpería,ranchera,Z0999915741,,
La flor de los gauchos,vals,Z0999901537,Jaime Vila,José Perrusine Fernández
La flor de los payadores,milonga,Z0999917741,Alberto Hilarion Acuña,Alberto Hilarion Acuña
La flor de mi china,ranchera,Z0999900601,Próspero Cimaglia,
La flor del pago,,Z0999991026,Francisco Canaro,
La flor del palmar,habanera,T0370013196,Alba Picas,Jesús Fernández Blanco
La flor que me diste,vals,Z0999917743,Pedro Sofia,
La floresta,,T0464254656,Miguel Villasboas,
La florida,tango,Z0999917745,Emilio Sassenus,-
La florista,tango,T0370013447,Juan Bautista Vescio,Juan Bautista Vescio
La florista,mazurca,Z0999913535,Ángel Villoldo,
La florista porteña,milonga,Z0999913731,,
La folle complainte,tango,Z0999991027,,
La Fortezza die grandi perché,tango,Z0999991028,,-
La fortinera de Trenque,,T0371171888,Armando Pontier,-
La foto del escarabajo,canción,T0373466013,Acho Estol,Acho Estol
La franela,tango,Z0999912610,Manuel Campoamor,-
La frase,,T0370774121,Juan Carlos Bera,
La frorista,tango,Z0999901084,Juan Bautista Vescio,
La fuga,,T0373367817,"Clorinda Esther Gatti, Pablo Zapata",Clorinda Esther Gatti
La fulana,tango,T0370151782,Eduardo Pereyra,
La fulana,milonga,T0370396669,"Alberto Mastra, Luis Caruso","Alberto Mastra, Luis Caruso"
La gaita,tango,T0370101486,Arturo Bernstein,-
La galarcita,tango,T0370212977,Mauricio Guariglia,Antonio Polito
La gallega,tango,Z0999902110,David Roccatagliata,
La gallinita,tango,Z0999901629,Vicente Loduca,
La garçonne,tango,Z0999901272,,
La gata Varela,,T0373728074,Cacho Castaña,Cacho Castaña
La gaucha Manuela,tango,T0370234971,Roberto Firpo,-
La gaucha Petrona : petiza y panzona,ranchera,T0370013936,Enrique Delfino,Mario Fernando Rada
La gayola,tango,Z0000001401,Rafael Tuegols,Armando Tagini
La gente,,Z0000156227,,
La gente,,Z0999991029,Anselmo F. Aieta,Anselmo A. Aieta
La gente como vos,tango,T0372843383,Daniel Lomuto,Javier Mazzea
La gente... siempre la gente,tango,T0371181644,Domingo Federico,Miguel Nijensohn
La gigolette,tango,Z0999910369,Manuel Gregorio Aróztegui,-
La globalización,tango,Z0999919085,Pascual 'Cholo' Mamone,
La gloria,,T7025074926,"Philippe Cohen-Solal, Christoph H. Müller, Eduardo Makaroff",-
La gloria del águila,tango,Z0002378319,,
La glotona,ranchera,T0370014122,Osvaldo Donato,Sandalio Gómez
La golondrina,vals,Z0999991030,,
La golondrina,vals,Z0999991031,,
La gorda,,T0370555875,,Enrique Cadícamo
La gran aldea,tango,T0373490926,Edgardo Donato,Horacio Sanguinetti
La gran familia,tango,Z0999917746,Vicente Romeo,-
La gran idea,tango,Z0999991032,Carlos Libedinsky,Carlos Libedinsky
La gran revancha,,T0371177228,Alberto Gómez,Alberto Gómez
La gran siete,,T0371684580,Jorge Dragone,Roberto Maida
La Grand Tango,tango,Z0999909486,Astor Piazzolla,-
La gringuita,tango,T0043393969,Genaro Espósito,-
La grippe,tango,Z0999918477,Alfredo Mazzucchi,
La guaranga,chacarera,T0374628133,José Ceglie,"Salvador Riese, José María Vázquez"
La Guardia Vieja,tango,T0370014417,Juan Félix Maglio,Carlos Pesce
La Guardia Vieja,tango,Z0000006801,"Angel Negri, Julio Pollero",Manuel Romero
La güella,milonga,Z0999991033,Rodolfo Biagi,Homero Manzi
La guerrera,,T0370897452,Osvaldo Larrea,
La guiñada,tango,Z0000006805,Agustín Bardi,-
La guita,,T0372719237,Raúl Miguel Garello,Horacio Arturo Ferrer
La guitarra,,T0372543286,,
La guitarra,tango,Z0999901273,Juan Carlos Rodríguez,
La guitarra,,Z0999991034,,
La guitarra y el cantor,milonga,T0371016215,,Atahualpa Yupanqui
La guitarrera,milonga,T0370213016,Francisco Brancatti,Rafael Dadino
La guitarrera de San Nicolás,vals,T0370014348,Enrique Maciel,Héctor Pedro Blomberg
La guitarrita,tango,T0370014337,Eduardo Arolas,Gabriel Clausi
La guitarrita milonguera,milonga,T0370192441,Eddie Kay,Roberto Lambertucci
La gula,,T0373833261,Pascual 'Cholo' Mamone,Luis Alposta
La Habana,tango,Z0999919123,,
La hamaca,tango,Z0999918994,Ariel Ascheri,
La he visto con otro,tango,T0370143808,Antonio Scatasso,Pascual Contursi
La he visto llorar,,T0370143819,,Enrique Cadícamo
La he vuelto a encontrar,tango,Z0999901274,,Francisco García Jiménez
La hermanita perdida,milonga,T0371671098,Ariel Ramírez,Atahualpa Yupanqui
La higuera,corrido,T0370057809,Federico Tito Guizar Tolentino,Carmen Nenette Noriega
La hija de japonesita,fox trot,T0370143977,Ramón Montes,"Enrique Maroni, Vicente De La Vega"
La hija de la ciudad,vals,Z0999918563,Juan José Guichandut,Jerónimo Martinelli Massa
La hija del pescador,,T0370774290,"Abel Aznar, Marcelino Hernández","Abel Aznar, Marcelino Hernández"
La hija del pescador,fox trot,T0373525586,"Héctor Marcó, Felipe Fronti",Héctor Marcó
La historia de Gardel,tango,Z0999991035,,
La historia de Manuel,,T0372173904,"Mario Valdez, Osvaldo Tarantino","Mario Valdez, Osvaldo Tarantino"
La historia de siempre,tango,T0370160567,Pacifico Victor Lambertucci,Celedonio Flores
La historia de siempre,tango,Z0999901807,Mateo Coppola,
La hoguera,,T0370726569,"Mario Valdez, José Adolfo Gaillardou",
La hora de amar,,T0370527744,Anselmo A. Aieta,
La hora muerta,tango,T8029632494,Oli Bott,-
La huella,tango,T0370183984,Manuel Villanueva,Enrique Cadícamo
La huella,canción,Z0999991036,"Carlos Gardel, José Razzano",Antonio Podestá
La huella,milonga,Z0999991037,Carlos Gardel,José Razzano
La huella roja,tango,Z0999900136,Juan Félix Maglio,
La huerfanita,tango,T0370578305,Cayetano Ziccaro,-
La idea fija,,Z0999909263,Astor Piazzolla,
La indiada,tango,Z0999901538,Vicente Catalano,
La infanta,,T0370142270,Vicente Greco,Ernesto Temes
La ingrata,,T0373547535,Enrique Cadícamo,-
La intriga,tango,T0370262488,Héctor Stamponi,Héctor Marcó
La invitada,tango,T0370453669,Antonio Blanco,Julio Camilloni
La ira,,T0373833250,Pascual 'Cholo' Mamone,Luis Alposta
La Isaura,marcha,Z0999916982,Antonio Sureda,-
La jaula magica,,T0372376970,Raúl Miguel Garello,Horacio Arturo Ferrer
La java,baile moderno,Z0999901539,,
La jira,tango,Z0999902140,Manuel Pizarro,-
La joya del pacifico,vals chileno,Z0999991038,,
La Juana,tango,T0373846151,Claudia Levy,Claudia Levy
La lágrima gris,vals,Z0999917072,Mario Vignale,Mario Vignale
La leche y el carbón,,Z0999991039,,Oscar Vázquez
La Lettre d'Explication,vals,Z0999991040,Yann Tiersen,-
La levita,,T0371675465,José Canet,Enrique Cadícamo
La leyenda del 'challao',,Z0999991041,Antonio Di Benedetto,Francisco Brancatti
La leyenda del beso,fox trot,Z0000500905,"Juan Vert Carbonell, Reveriano Soutullo Otero",
La libertad y la tumba,tango,Z0001333789,,Raimundo Rosales
La libertaria,,T0370646233,Mario Valdez,
La liga,?,Z0999901275,Victor Troysi,
La limosna,tango,T0370125475,Juan José Guichandut,Horacio Sanguinetti
La limosna de un amigo,tango,Z0999914631,Gabriel Clausi,Francisco García Jiménez
La linda pebeta,tango,Z0999901400,,
La Linea del Destino,tango,T0371640117,Virgilio Expósito,Virgilio Expósito
La llamaban carbon,candombe,Z0999991042,Donato Racciatti,
La llamaban la Carbón,,Z0000244481,"Abel Fontán, Donato Racciatti","Abel Fontán, Donato Racciatti"
La llamada,tango,Z0000030802,Francisco Canaro,-
La llamo silbando,tango,Z0000090234,Horacio Salgán,-
La llave,,T0370957575,Carlos Lucero,Carlos Lucero
La llave de tu alcoba,tango,Z0999914595,Ángel Cabral,Elizardo Martínez Vilas
La llevo en el corazón,,T0370123866,,Virgilio San Clemente
La llorona,ranchera,T0370016980,Edgardo Donato,Manuel Romero
La llorona,tango,T0370036546,Emilio De Caro,Ricardo Luis Brignolo
La llorona,tango,Z0999918151,Carlos Posadas,
La lluvia,tango,Z0999901721,,Cátulo Castillo
La lluvia invita,tango,Z0999919105,,
La lluvia y tú,tango,T0372982847,Osvaldo Avena,Héctor Negro
La lluvia y yo,tango,T0370235156,José Tinelli,José María Contursi
La loba,tango milonga,T0370016606,Oscar Cianciarulo,Vicente Planells del Campo
La loba,,T0372864806,,Carlos Lucero
La loca Carola,tango,Z0999901276,Domingo Moranese,
La loca de amor,vals,T0370238597,Enrique Caviglia,Ricardo Podestá
La loca de amor,vals,Z0999911748,Pablo José Vázquez,Ricardo Podestá
La loca de la plaza,milonga,T0371398467,Daniel Piazzolla,Horacio Arturo Ferrer
La loca de la Terminal,tango,Z0999917328,Domingo Federico,Miguel Ángel Jubany
La locura,,T0370569713,Anselmo F. Aieta,Anselmo A. Aieta
La lora,,T0370646404,,
La Lora,tango,Z0999914112,Domingo Salerno,Juan Andrés Caruso
La Lucía González,,T0370934170,Mario Valdez,
La luciérnaga,milonga,T0370166703,José Dames,-
La Luisa y el bufón,tango,Z0999917919,Juan Carlos Vattuone,Juan Carlos Vattuone
La lujuria,,T0373833272,Pascual 'Cholo' Mamone,Luis Alposta
La luna es un charco de calle de tango,,T0371591239,Victor D'Amario,Julián Centeya
La luna y tú,,T0370185231,"Armando Pontier, Homero Expósito",
La luna ya se durmió,,T0371615530,Paco Berón,Paco Berón
La luz de la luna,,T0370527857,Anselmo F. Aieta,
La luz de la pensión,tango,T0371048166,Aquiles Roggero,Héctor Negro
La luz de un fósforo,tango,T0370205836,Alberto Suárez Villanueva,Enrique Cadícamo
La luz nos vino con el mundo,,T0371103422,,
La maceta,,T0373871272,Daniel Melingo,Luis Alposta
La macumba,milonga,T0370454048,"Héctor Varela, Alberto Nery",
La madrecita,,Z0999991043,Enrique Delfino,Manuel Romero
La madrugada,,T0370020157,"José Razzano, Saúl Salinas","José Razzano, Saúl Salinas"
La madrugada,tango,T0370195371,Ángel Maffia,Cátulo Castillo
La madrugada,canción,Z0999913385,Saúl Salinas,Saúl Salinas
La maestra,recitado,T0373706274,,Héctor Gagliardi
La Maestra,poema lunfardo,Z0999912464,,
La maestrita,tango,Z0999917396,Manuel Buzón,Jerónimo Martinelli Massa
La magia de la lluvia,tango,T0372574474,Carmen Guzmán,Héctor Negro
La maison de Monique,,Z0999909264,Astor Piazzolla,
La maja aristocrática,vals,Z0999901698,,
La malaria,poema lunfardo,Z0999911688,,
La malaria,,Z0999991044,,Norberto Ángel de Líbano Elorrieta
La maleva,tango,T0370000080,Antonio Buglione,Mario Alberto Pardo
La maleva,poema,Z0999991045,,Carlos de la Púa
